Term	Type	POS (most common)	WN2.0 Name	WordNet SenseKey	WN2.0 Synset	WordNet gloss	WordNet example usage
relative	human	adj	relative_a1	relative%3:00:00::	300006829	not absolute or complete; 	a relative stranger
release	act	v	release_v1	release%2:35:00::	201432719	release, as from one's grip; 	Let go of the door handle, please!; relinquish your grip on the rope--you won't fall
released	state	adj	released_s1	released%5:00:00:free:00	301018187	set free as from prison or duty	
remain	act	v	remain_v1	remain%2:30:00::	200113506	stay the same; remain in a certain state; 	The dress remained wet after repeated attempts to dry it; rest assured; stay alone; He remained unmoved by her tears; The bad weather continued for another week
remained	der						
remains	der	n	remains_n1	remains%1:17:00::	108816616	any object that is left unused or still extant; 	I threw out the remains of my dinner
remedial	quality	adj	remedial_s1	remedial%5:00:00:bettering:00	300234472	tending or intended to rectify or improve; 	a remedial reading course; remedial education
remediation	nom	n	remedy_n1	remediation%1:04:00::	100247000	act of correcting an error or a fault or an evil	
reminded	der						
removal	?	n	removal_n1	removal%1:04:00::	100374325	the act of removing; 	he had surgery for the removal of a malignancy
remove	act	v	remove_v1	remove%2:30:00::	200166870	remove something concrete, as by lifting, pushing, taking off, etc. or remove something abstract; 	remove a threat; remove a wrapper; Remove the dirty dishes from the table; take the gun from your pocket; This machine withdraws heat from the environment
repair	act	v	repair_v1	repair%2:30:00::	200251962	restore by replacing a part or putting together what is torn or broken; 	She repaired her TV set; Repair my shoes please
repel	act	v	repel_v1	repel%2:35:00::	201463905	cause to move back by force or influence; 	repel the enemy; push back the urge to smoke; beat back the invaders
report	act	n	report_n1	report%1:10:03::	106775158	a written document describing the findings of some individual or group; 	this accords with the recent study by Hill and Dale
reports	der						
represent	act	v	represent_v1	represent%2:42:02::	202618298	take the place of or be parallel or equivalent to; 	Because of the sound changes in the course of history, an 'h' in Greek stands for an 's' in Latin
representation	nom	n	representation_n1	representation%1:09:00::	105582127	a presentation to the mind in the form of an idea or image	
representing	der						
reproduce	act	v	reproduce_v1	reproduce%2:36:00::	201687654	make a copy or equivalent of; 	reproduce the painting
reproducing	der						
reproduction	nom	n	reproduction_n1	reproduction%1:22:00::	112786107	the process of generating offspring	
reproductive	quality	adj	procreative_s1	reproductive%5:00:00:fruitful:00	301036464	producing new life or offspring; 	tXsXwhe reproductive potential of a species is its relative capacity to reproduce itself under optimal conditions; the reproductive or generative organs
reptile	animal	n	reptile_n1	reptile%1:05:00::	101582405	any cold-blooded vertebrate of the class Reptilia including tortoises turtles snakes lizards alligators crocodiles and extinct forms	
require	act	v	require_v1	require%2:42:00::	202549691	require as useful, just, or proper; 	It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulates a patient's consent
required	state	adj	needed_s1	required%5:00:00:necessary:00	301531953	necessary for relief or supply; 	provided them with all things needful
requirement	abs	n	demand_n5	requirement%1:09:01::	105549300	required activity; 	the requirements of his work affected his health; there were many demands on his time
requiring	der						
research	act	n	research_n1	research%1:04:00::	100600949	systematic investigation to establish facts	
resemble	act	v	resemble_v1	resemble%2:42:00::	202585229	appear like; be similar or bear a likeness to; 	She resembles her mother very much; This paper resembles my own work
resistance	?	n	opposition_n1	resistance%1:04:02::	100191493	the action of opposing something that you disapprove or disagree with; 	he encountered a general feeling of resistance from many citizens; despite opposition from the newspapers he went ahead
resource	role	n	resource_n1	resource%1:21:00::	112575085	available source of wealth; a new or reserve supply that can be drawn upon when needed	
respect	act	n	respect_n1	respect%1:09:00::	105483108	(usually preceded by `in') a detail or point; 	it differs in that respect
respiration	proc	n	respiration_n1	respiration%1:04:00::	100780248	the metabolic processes whereby certain organisms obtain energy from organic moelcules; processes that take place in the cells and tissues during which energy is released and carbon dioxide is produced and absorbed by the blood to be transported to the lungs	
respiratory	quality	adj	respiratory_a1	respiratory%3:01:00::	302943945	pertaining to respiration; 	respiratory assistance
respond	act	v	respond_v1	respond%2:31:00::	200693825	show a response or a reaction to something	
response	role	n	response_n1	response%1:19:00::	110678769	a result; 	this situation developed in response to events in Africa
responsibility	?	n	duty_n2	responsibility%1:04:00::	101065618	the social force that binds you to your obligations and the courses of action demanded by that force; 	we must instill a sense of duty in our children; every right implies a responsibility; every opportunity, an obligation; every possession, a duty- John D.Rockefeller Jr
responsible	quality	adj	responsible_a1	responsible%3:00:00::	301931031	worthy of or requiring responsibility or trust; or held accountable; 	a responsible adult; responsible journalism; a responsible position; the captain is responsible for the ship's safety; the cabinet is responsible to the parliament
rest	act	n	rest_n1	rest%1:24:00::	113030197	something left after other parts have been taken away; 	there was no remainder; he threw away the rest; he took what he wanted and I got the balance
resting	der						
result	abs	n	effect_n1	result%1:19:00::	110672738	a phenomenon that follows and is caused by some previous phenomenon; 	the magnetic effect was greater when the rod was lengthwise; his decision had depressing consequences for business; he acted very wise after the event
retrieve	act	v	retrieve_v1	retrieve%2:40:00::	202183081	get or find back; recover the use of; 	She regained control of herself; She found her voice and replied quickly
return	act	v	return_v1	return%2:38:00::	201946892	come back to place where one has been before, or return to a previous activity	
reuse	act	v	reuse_v1	reuse%2:34:00::	201126495	use again after processing; 	We must recycle the cardboard boxes
review	act	v	review_v1	review%2:31:00::	200673071	look at again; examine again; 	let's review your situation
revise	act	v	revise_v1	revise%2:32:00::	200963714	make revisions in; 	revise a thesis
revolution	?	n	revolution_n1	revolution%1:11:01::	106970101	a drastic and far-reaching change in ways of thinking and behaving; 	the industrial revolution was also a cultural revolution
revolve	act	v	rotate_v1	revolve%2:38:00::	201986772	turn on or around an axis or a center; 	The Earth revolves around the Sun; The lamb roast rotates on a spit over the fire
rice	food	n	rice_n1	rice%1:13:00::	107331355	grains used as food either unpolished or more often polished	
rice	plant	n	rice_n1	rice%1:13:00::	107331355	grains used as food either unpolished or more often polished	
richer	comp						
rid	act	v	rid_v1	rid%2:40:00::	202282547	relieve from; 	Rid the the house of pests
ride	act	v	ride_v1	ride%2:38:01::	201900091	sit and travel on the back of animal, usually while controlling its motions; 	She never sat a horse!; Did you ever ride a camel?; The girl liked to drive the young mare
riding	der	adj	riding_s1	riding%5:00:00:moving:02	301512565	traveling by wheeled vehicle such as bicycle or automobile e.g.; 	the riding public welcomed the new buses
ring	obj	v	ring_v1	ring%2:39:00::	202118300	sound loudly and sonorously; 	the bells rang
rip	act	v	rip_v1	rip%2:35:00::	201529742	tear or be torn violently; 	The curtain ripped from top to bottom; pull the cooked chicken into strips
rise	act	v	rise_v1	rise%2:38:00::	201911030	move upward; 	The fog lifted; The smoke arose from the forest fire; The mist uprose from the meadows
river	obj	n	river_n1	river%1:17:00::	108820496	a large natural stream of water (larger than a creek); 	the river was navigable for 50 miles
riverbank	obj	n	riverbank_n1	riverbank%1:17:00::	108824090	the bank of a river	
riverbed	loc	n	riverbed_n1	riverbed%1:17:00::	108824177	a channel occupied (or formerly occupied) by a river	
road	obj	n	road_n1	road%1:06:00::	103941718	an open way (generally public) for travel or transportation	
rock	mater	n	stone_n1	rock%1:17:01::	108824564	a lump or mass of hard consolidated mineral matter; 	he threw a rock at me
role	role	n	part_n6	role%1:04:00::	100678112	the actions and activities assigned to or required or expected of a person or group; 	the function of a teacher; the government must do its part; play its role
roll	act	v	roll_v1	roll%2:38:00::	201812104	move by turning over or rotating; 	The child rolled down the hill; turn over on your left side
roller-skate	act						
room	loc	n	room_n1	room%1:06:00::	103951013	an area within a building enclosed by walls and floor and ceiling; 	the rooms were very small but they had a nice view
root	ppart	n	root_n1	root%1:20:00::	112372766	(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground	
rope	obj	n	rope_n1	rope%1:06:00::	103953334	a strong line	
rose	plant	n	rose_n1	rose%1:20:00::	111871378	any of many plants of the genus Rosa	
rotate	act	v	rotate_v1	rotate%2:38:01::	201986772	turn on or around an axis or a center; 	The Earth revolves around the Sun; The lamb roast rotates on a spit over the fire
rotation	nom	n	rotation_n1	rotation%1:04:00::	100326308	the act of rotating as if on an axis; 	the rotation of the dancer kept time with the music
rough	val	adj	rough_a1	rough%3:00:00::	302159799	having or caused by an irregular surface; 	trees with rough bark; rough ground; a rough ride; rough skin; rough blankets; his unsmooth face; unsmooth writing
rubber	obj	n	rubber_n1	rubber%1:27:00::	114154700	latex from trees (especially trees of the genera Hevea and Ficus)	
rubbing	der	n	rubbing_n1	rubbing%1:19:00::	110720022	the resistance encountered when one body is moved in contact with another	
rule	?	n	rule_n1	rule%1:09:00::	105508012	a principle or condition that customarily governs behavior; 	it was his rule to take a walk before breakfast; short haircuts were the regulation
ruler	tool	n	ruler_n1	ruler%1:06:00::	103963684	measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths	
run	act	v	run_v1	run%2:38:00::	201870464	move fast by using one's feet, with one foot off the ground at any given time; 	Don't run--you'll be out of breath; The children ran to the store
runoff	obj	n	runoff_n1	runoff%1:11:00::	106953972	the occurrence of surplus liquid (as water) exceeding the limit or capacity	
rust	act	v	rust_v1	rust%2:30:00::	200265054	become destroyed by water, air, or an etching chemical such as an acid; 	The metal corroded; The pipes rusted
rust	mater	v	rust_v1	rust%2:30:00::	200265054	become destroyed by water, air, or an etching chemical such as an acid; 	The metal corroded; The pipes rusted
rusting	der	n	rusting_n1	rusting%1:22:00::	112788039	the formation of reddish-brown ferric oxides on iron by low-temperature oxidation in the presence of water	
safe	quality	adj	safe_a1	safe%3:00:01::	301989106	free from danger or the risk of harm; 	a safe trip; you will be safe here; a safe place; a safe bet
safely	adv	r	safely_r1	safely%4:02:00::	400156425	with safety; in a safe manner; 	we are safely out of there
safety	abs	n	safety_n1	safety%1:26:00::	113708931	the state of being certain that adverse effects will not be caused by some agent under defined conditions; 	insure the safety of the children; the reciprocal of safety is risk
sail	act	v	sail_v1	sail%2:38:03::	201793072	traverse or travel by ship on (a body of water); 	We sailed the Atlantic; He sailed the Pacific all alone
sail	obj	v	sail_v1	sail%2:38:03::	201793072	traverse or travel by ship on (a body of water); 	We sailed the Atlantic; He sailed the Pacific all alone
salivating	der						
salt	food	n	salt_n1	salt%1:27:00::	114158767	a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal)	
saluting	der						
same	?	adj	same_a1	same%3:00:02::	301998924	same in identity; 	the same man I saw yesterday; never wore the same dress twice; this road is the same one we were on yesterday; on the same side of the street
sample	?	n	sample_n1	sample%1:09:00::	105484620	a small part of something intended as representative of the whole	
sand	subst	n	sand_n1	sand%1:27:00::	114166697	a loose material consisting of grains of rock or coral	
sat	act	adj	surfeited_s1		302008539	fed beyond capacity or desire	
satellite	obj	n	satellite_n1	satellite%1:06:00::	103981335	man-made equipment that orbits around the earth or the moon	
save	act	v	save_v1	save%2:41:01::	202475565	save from ruin, destruction, or harm	
say	act	v	say_v1	say%2:32:00::	200976600	express in words; 	He said that he wanted to marry her; tell me what is bothering you; state your opinion; state your name
scale	bpart	n	scale_n1	scale%1:24:03::	113066233	an ordered reference standard; 	judging on a scale of 1 to 10
scale	tool	n	scale_n1	scale%1:24:03::	113066233	an ordered reference standard; 	judging on a scale of 1 to 10
scar	obj	n	scar_n1	scar%1:26:00::	113550436	a mark left (usually on the skin) by the healing of injured tissue	
scared	state	adj	scared_s1	scared%5:00:00:afraid:00	300084144	made afraid; 	the frightened child cowered in the corner; too shocked and scared to move
scent	?	n	scent_n1	scent%1:09:01::	105383629	a distinctive odor that is pleasant	
scheme	act	n	strategy_n1	scheme%1:09:00::	105561648	an elaborate and systematic plan of action	
school	loc	n	school_n1	school%1:14:00::	107776854	an educational institution; 	the school was founded in 1900
sci	?						
scien	?						
science	?	n	science_n1	science%1:09:00::	105647602	a particular branch of scientific knowledge; 	the science of genetics
scientific	?	adj	scientific_a1	scientific%3:01:00::	302670203	of or relating to the practice of science; 	scientific journals
scientifically	?	r	scientifically_r1	scientifically%4:02:00::	400111209	with respect to science; in a scientific way; 	this is scientifically interesting
scientist	human	n	scientist_n1	scientist%1:18:00::	109871938	a person with advanced knowledge of one of more sciences	
screw	act	v	be_intimate_v1	screw%2:35:04::	201385612	have sexual intercourse with; 	This student sleeps with everyone in her dorm; Adam knew Eve; Were you ever intimate with this man?
screw	obj	v	be_intimate_v1	screw%2:35:04::	201385612	have sexual intercourse with; 	This student sleeps with everyone in her dorm; Adam knew Eve; Were you ever intimate with this man?
sea	loc	n	sea_n1	sea%1:17:00::	108833936	a division of an ocean or a large body of salt water partially enclosed by land	
search	act	n	search_n1	search%1:04:00::	100888780	the activity of looking thoroughly in order to find something or someone	
searching	der	adj	searching_s1	searching%5:00:00:inquiring:00	300842636	diligent and thorough in inquiry or investigation; 	a probing inquiry; a searching investigation of their past dealings
season	time	n	season_n1	season%1:28:02::	114378455	a period of the year marked by special events or activities in some field; 	he celebrated his 10th season with the ballet company; she always looked forward to the avocado season
seasonal	quality	adj	seasonal_a1	seasonal%3:00:00::	301442782	occurring at or dependent on a particular season; 	seasonal labor; a seasonal rise in unemployment
seasonally	quality	r	seasonally_r1	seasonally%4:02:00::	400452014	depending on the season; 	prices are seasonally adjusted
second	num	adj	second_s1	second%5:00:00:ordinal:00	302126997	coming next after the first in position in space or time or degree or magnitude	
second	uofm	adj	second_s1	second%5:00:00:ordinal:00	302126997	coming next after the first in position in space or time or degree or magnitude	
secondary	?	adj	secondary_a1	secondary%3:00:01::	301792659	of second rank or importance or value; not direct or immediate; 	the stone will be hauled to a secondary crusher; a secondary source; a secondary issue; secondary streams
secure	act	v	secure_v1	secure%2:40:00::	202173895	get by special effort; 	He procured extra cigarettes even though they were rationed
secure	quality	v	secure_v1	secure%2:40:00::	202173895	get by special effort; 	He procured extra cigarettes even though they were rationed
see	act	v	see_v1	see%2:39:00::	202067665	perceive by sight or have the power to perceive by sight; 	You have to be a good observer to see all the details; Can you see the bird in that tree?; He is blind--he cannot see
seed	plant	n	seed_n1	seed%1:20:00::	112383216	a small hard fruit	
seedling	plant	n	seedling_n1	seedling%1:20:00::	110807937	young plant or tree grown from a seed	
seek	act	v	seek_v1	seek%2:40:00::	202175573	try to get or reach; 	seek a position; seek an education; seek happiness
seeking	der	adj	seeking_a1	seeking%3:44:00::	302986832	trying to obtain; 	profit-seeking producers; people seeking happiness
seesaw	obj	v	seesaw_v1	seesaw%2:38:01::	201934356	ride on a plank	
segment	obj	n	section_n4	segment%1:06:00::	104007174	one of several parts or pieces that fit with others to constitute a whole object; 	a section of a fishing rod; metal sections were used below ground; finished the final segment of the road
select	act	v	choose_v1	select%2:31:00::	200652154	pick out, select, or choose from a number of alternatives; 	Take any one of these cards; Choose a good husband for your daughter; She selected a pair of shoes from among the dozen the salesgirl had shown her
selected	state	adj	selected_a1	selected%3:00:00::	302057309	chosen in preference to another	
selecting	der						
selection	nom	n	selection_n1	selection%1:04:00::	100152253	the act of choosing or selecting; 	your choice of colors was unfortunate; you can take your pick
send	act	v	send_v1	send%2:38:01::	201894071	cause to go somewhere; 	The explosion sent the car flying in the air; She sent her children to camp; He directed all his energies into his dissertation
sens	?	n	gage_n1	sens%1:06:00::	103839930	street names for marijuana	
sense	att	n	sense_n1	sense%1:09:05::	105349727	a general conscious awareness; 	a sense of security; a sense of happiness; a sense of danger; a sense of self
sensor	obj	n	sensor_n1	sensor%1:06:00::	103065946	any device that receives a signal or stimulus (as heat or pressure or light or motion etc.) and responds to it in a distinctive manner	
sentence	?	n	sentence_n1	sentence%1:10:00::	105901928	a string of words satisfying the grammatical rules of a language; 	he always spoke in grammatical sentences
september	?						
sequence	abs	n	sequence_n1	sequence%1:14:00::	107946495	serial arrangement in which things follow in logical order or a recurrent pattern; 	the sequence of names was alphabetical; he invented a technique to determine the sequence of base pairs in DNA
sequential	quality	adj	successive_s1	sequential%5:00:00:ordered:00	301617567	in regular succession without gaps; 	serial concerts
series	?	n	series_n1	series%1:14:00::	107945291	similar things placed in order or happening one after another; 	they were investigating a series of bank robberies
serious	quality	adj	serious_a1	serious%3:00:00::	302053083	concerned with work or important matters rather than play or trivialities; 	a serious student of history; a serious attempt to learn to ski; gave me a serious look; a serious young man; are you serious or joking?; Don't be so serious!
serve	act	v	serve_v1	serve%2:42:03::	202590382	serve a purpose, role, or function; 	The tree stump serves as a table; The female students served as a control group; This table would serve very well; His freedom served him well; The table functions as a desk
service	?	n	service_n1	service%1:04:08::	100548352	work done by one person or group that benefits another; 	budget separately for goods and services
set	?	v	put_v1	set%2:35:00::	201452069	put into a certain place or abstract location; 	Put your things here; Set the tray down; Set the dogs on the scent of the missing children; Place emphasis on a certain point
setting	?	n	setting_n1	setting%1:15:00::	108044286	the context and environment in which something is set; 	the perfect setting for a ghost story
settle	act	v	settle_v1	settle%2:38:01::	201930515	settle into a position, usually on a surface or ground; 	dust settled on the roofs
seven	num	adj	seven_s1	seven%5:00:00:cardinal:00	302111914	being one more than six	
several	?						
severe	quality	adj	severe_s1	severe%5:00:00:intense:00	301462512	intensely or extremely bad or unpleasant in degree or quality; 	severe pain; a severe case of flu; a terrible cough; under wicked fire from the enemy's guns; a wicked cough
shadow	obj	n	shadow_n1	shadow%1:26:01::	113189110	shade within clear boundaries	
shady	quality	adj	shady_s1	shady%5:00:00:untrustworthy:00	302379317	of businesses and businessmen; 	a fly-by-night operation
shake	act	v	shake_v1	shake%2:38:00::	201835310	move or cause to move back and forth; 	The chemist shook the flask vigorously; My hands were shaking
shakes	der						
shape	att	n	shape_n1	shape%1:07:00::	104789293	any spatial attributes (especially as defined by outline); 	he could barely make out their shapes through the smoke
share	act	n	share_n1	share%1:21:01::	112585263	any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate; 	he bought 100 shares of IBM at the market price
shed	act	v	throw_v3	shed%2:35:01::	201471089	get rid of; 	he shed his image as a pushy boss; shed your clothes
shedding	der	n	shedding_n1	shedding%1:22:00::	112791455	the process whereby something is shed	
sheet	obj	n	sheet_n1	sheet%1:17:00::	108838501	any broad thin expanse or surface; 	a sheet of ice
shell	bpart	n	shell_n1	shell%1:06:00::	104030415	ammunition consisting of a cylindrical metal casing containing an explosive charge and a projectile; fired from a large gun	
shelter	?	n	shelter_n1	shelter%1:06:00::	104031546	a structure that provides privacy and protection from danger	
shift	act	v	shift_v1	shift%2:30:00::	200368447	make a shift in or exchange of; 	First Joe led; then we switched
shining	der	adj	shining_s1	shining%5:00:00:superior:02	302263173	marked by exceptional merit; 	had shining virtues and few faults; a shining example
ship	trans	n	ship_n1	ship%1:06:00::	104034011	a vessel that carries passengers or freight	
shiver	act	v	shiver_v1	shiver%2:38:00::	201834682	tremble convulsively, as from fear or excitement	
shivering	der	adj	trembling_s1	shivering%5:00:00:unsteady:00	302222863	vibrating slightly and irregularly; as e.g. with fear or cold or like the leaves of an aspen in a breeze; 	a quaking bog; the quaking child asked for more; quivering leaves of a poplar tree; with shaking knees; seemed shaky on her feet; sparkling light from the shivering crystals of the chandelier; trembling hands
short	size	adj	short_a1	short%3:00:02::	301393360	primarily temporal sense; indicating or being or seeming to be limited in duration; 	a short life; a short flight; a short holiday; a short story; only a few short months
shortage	?	n	shortage_n1	shortage%1:07:00::	104831640	the property of being an amount by which something is less than expected or required	
shortest	comp	adj	short_s14	shortest%5:00:00:direct:00	300729485	most direct; 	took the shortest and most direct route to town
should	?						
shovel	tool	n	shovel_n1	shovel%1:06:00::	104047423	a hand tool for lifting loose material; consists of a curved container or scoop and a handle	
show	act	v	show_v1	show%2:39:02::	202086859	show or demonstrate something to an interested audience; 	She shows her dogs frequently; We will demo the new software in Washington
shower	act	n	shower_n1	shower%1:06:00::	104048149	a plumbing fixture that sprays water over you; 	they installed a shower in the bathroom
showing	der	n	showing_n1	showing%1:10:01::	106464834	the display of a motion picture	
sick	ill	adj	sick_a1	sick%3:00:01::	302453296	not in good physical or mental health; 	ill from the monotony of his suffering
side	?	n	side_n1	side%1:15:02::	108120943	a place within a region identified relative to a center or reference location; 	they always sat on the right side of the church; he never left my side
sight	sense	n	sight_n1	sight%1:09:01::	105587875	an instance of visual perception; 	the sight of his wife brought him back to reality; the train was an unexpected sight
sign	obj	n	sign_n1	sign%1:10:05::	106236406	a perceptible indication of something not immediately apparent (as a visible clue that something has happened); 	he showed signs of strain; they welcomed the signs of spring
signal	obj	n	signal_n1	signal%1:10:00::	106373972	any communication that encodes a message; 	signals from the boat suddenly stopped
similar	quality	adj	similar_a1	similar%3:00:00::	302002541	marked by correspondence or resemblance; 	similar food at similar prices; problems similar to mine; they wore similar coats
similarity	?	n	similarity_n1	similarity%1:07:00::	104536264	the quality of being similar	
simple	quality	adj	simple_a1	simple%3:00:02::	302100616	having few parts; not complex or complicated or involved; 	a simple problem; simple mechanisms; a simple design; a simple substance
simplest	comp						
simplified	der	adj	simplified_s1	simplified%5:00:00:easy:01	300719870	made easy or uncomplicated	
simplify	act	v	simplify_v1	simplify%2:30:00::	200388314	make simpler or easier or reduce in complxity or extent; 	We had to simplify the instructions; this move will simplify our lives
since	adv						
sing	act	v	sing_v1	sing%2:36:01::	201681926	deliver by singing; 	Sing Christmas carols
single	num	n	single_n1	single%1:04:00::	100124550	a base hit on which the batter stops safely at first base	
sink	act	v	sink_v1	sink%2:38:01::	201927988	fall or drop to a lower place or level; 	He sank to his knees
sinks	der						
site	loc	n	site_n1	site%1:15:00::	108122845	the piece of land on which something is located (or is to be located); 	a good site for the school
situation	abs	n	situation_n1	situation%1:26:00::	113137195	the general state of things; the combination of circumstances at a given time; 	the present international situation is dangerous; wondered how such a state of affairs had come about; eternal truths will be neither true nor eternal unless they have fresh meaning for every new social situation- Franklin D.Roosevelt
size	att	n	size_n1	size%1:07:00::	104819645	the physical magnitude of something (how big it is); 	a wolf is about the size of a large dog
skeleton	bpart	n	skeleton_n1	skeleton%1:23:00::	112987246	something reduced to its minimal form; 	the battalion was a mere skeleton of its former self; the bare skeleton of a novel
sketche	?						
ski	act	v	ski_v1	ski%2:38:00::	201882095	move along on skis; 	We love to ski the Rockies
skids	der						
skier	human	n	skier_n1	skier%1:18:00::	109913897	someone who skis	
skill	?	n	skill_n1	skill%1:09:01::	105314694	an ability that has been acquired by training	
skillfully	adv	r	skillfully_r1	skillfully%4:02:00::	400460538	with skill; 	fragments of a nearly complete jug, skillfully restored at the institute of archaeology
skin	bpart	n	skin_n1	skin%1:08:00::	104936703	a natural protective covering of the body; site of the sense of touch; 	your skin is the largest organ of your body
skunk	animal	n	bum_n1	skunk%1:18:00::	109852717	a person who is deemed to be despicable or contemptible; 	only a rotter would do that; kill the rat; throw the bum out; you cowardly little pukes!; the British call a contemptible person a `git'
sky	obj	n	sky_n1	sky%1:17:00::	108843058	the atmosphere and outer space as viewed from the earth	
sleep	act	v	sleep_v1	sleep%2:29:00::	200014429	be asleep	
sleepy	der	adj	sleepy_s1	sleepy%5:00:00:asleep:00	300192415	ready to fall asleep; 	beginning to feel sleepy; a sleepy-eyed child with drooping eyelids; sleepyheaded students
sleet	obj	v	sleet_v1	sleet%2:43:00::	202677353	precipitate as a mixture of rain and snow; 	If the temperature rises above freezing, it will probably sleet
slide	act	v	slide_v1	slide%2:38:01::	201816187	move obliquely or sideways, usually in an uncontrolled manner; 	the wheels skidded against the sidewalk
slit	obj	n	slit_n1	slit%1:06:00::	104079817	a long narrow opening	
slow	act	adj	slow_a1	slow%3:00:01::	300937343	not moving quickly; taking a comparatively long time; 	a slow walker; the slow lane of traffic; her steps were slow; he was slow in reacting to the news; slow but steady growth
slower	comp	r	slower_r1	slower%4:02:00::	400087628	more slowly	
slowly	adv	r	slowly_r1	slowly%4:02:02::	400163624	without speed (`slow' is sometimes used informally for `slowly'); 	he spoke slowly; go easy here--the road is slippery; glaciers move tardily; please go slow so I can see the sights
small	size	adj	small_a1	small%3:00:00::	301343705	limited or below average in number or quantity or magnitude or extent; 	a little dining room; a little house; a small car; a little (or small) group; a small voice
smaller	comp	adj	smaller_s1	smaller%5:00:00:small:00	301346638	small or little relative to something else	
smallest	comp	adj	smallest_s1	smallest%5:00:00:small:00	301345600	having or being distinguished by diminutive size; 	the least bittern
smell	sense	v	smell_v1	smell%2:39:01::	202063352	inhale the odor of; perceive by the olfactory sense	
smoke	obj	n	smoke_n1	smoke%1:19:00::	110765993	a cloud of fine particles suspended in a gas	
smoking	der	n	smoking_n1	smoking%1:04:00::	100784073	the act of smoking tobacco or other substances; 	he went outside for a smoke; smoking stinks
smooth	val	adj	smooth_a1	smooth%3:00:00::	302158046	having a surface free from roughness or bumps or ridges or irregularities; 	smooth skin; a smooth tabletop; smooth fabric; a smooth road; water as smooth as a mirror
smoother	comp	n	sander_n1	smoother%1:06:00::	103132444	a power tool used for sanding wood; a loop of sandpaper is moved at high speed by an electric motor	
smoothness	att	n	smoothness_n1	smoothness%1:07:00::	104695034	a texture without roughness; smooth to the touch	
snacks	der						
snake	animal	n	snake_n1	snake%1:05:00::	101647674	limbless scaly elongate reptile; some are venomous	
sneeze	act	v	sneeze_v1	sneeze%2:29:00::	200004701	exhale spasmodically, as when an irritant entered one's nose; 	Pepper makes me sneeze
snow	obj	n	snow_n1	snow%1:19:00::	110766265	precipitation falling from clouds in the form of ice crystals	
snowball	obj	n	snowball_n1	snowball%1:20:00::	111090721	plant having heads of fragrant white trumpet-shaped flowers; grows in sandy arid regions	
snowy	quality	adj	snowy_s1	snowy%5:00:02:covered:00	301647011	marked by the presence of snow; 	a white Christmas; the white hills of a northern winter
so	?	r	so_r1	so%4:02:02::	400148785	to a very great extent or degree; 	the idea is so obvious; never been so happy; I love you so; my head aches so!
soak	act	v	soak_v1	soak%2:35:01::	201534767	submerge in a liquid; 	I soaked in the hot tub for an hour
soaking	der	adj	soaked_s1	soaking%5:00:00:wet:01	302459116	wet through and through; thoroughly wet; 	stood at the door drenched (or soaked) by the rain; a shirt saturated with perspiration; his shoes were sopping (or soaking); the speaker's sodden collar; soppy clothes
soccer	behavior	n	soccer_n1	soccer%1:04:00::	100453585	a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal	
society	?	n	society_n1	society%1:14:00::	107484626	an extended social group having a distinctive cultural and economic organization	
software	obj	n	package_n3	software%1:10:00::	106162514	(computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory; 	the market for software is expected to expand
soil	subst	n	soil_n1	soil%1:26:00::	113673057	the state of being covered with unclean things	
solar	quality	adj	solar_a1	solar%3:01:00::	302674972	relating to or derived from the sun or utilizing the energies of the sun; 	solar eclipse; solar energy
solid	val	n	solid_n1	solid%1:27:04::	114193490	a substance that is solid at room temperature and pressure	
solution	?	n	solution_n1	solution%1:27:00::	113753857	a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution; 	he used a solution of peroxide and water
solve	act	v	solve_v1	solve%2:31:00::	200614742	find the solution to (a problem or question) or understand the meaning of; 	did you solve the problem?; Work out your problems with the boss; this unpleasant situation isn't going to work itself out; did you get it?; Did you get my meaning?; He could not work the math problem
solving	der	n	resolution_n4	solving%1:04:00::	100144916	finding a solution to a problem	
some	?	r	about_r1	some%4:02:00::	400006660	(of quantities) imprecise but fairly close to correct; 	lasted approximately an hour; in just about a minute; he's about 30 years old; I've had about all I can stand; we meet about once a month; some forty people came; weighs around a hundred pounds; roughly $3,000; holds 3 gallons, more or less; 20 or so people were at the party
someone	human	n	person_n1	someone%1:03:00::	100006026	a human being; 	there was too much for one person to do
sometimes	time	r	sometimes_r1	sometimes%4:02:01::	400022001	on certain occasions or in certain cases but not always; 	sometimes she wished she were back in England; sometimes her photography is breathtaking; sometimes they come for a month; at other times for six months
sorted	?	adj	sorted_s1	sorted%5:00:00:sized:00	302147145	arranged according to size	
sound	subst	v	sound_v1	sound%2:39:06::	202073090	appear in a certain way; 	This sounds interesting
